epoch,train_loss,train_acc,train_f1,val_acc,val_f1,time
1,0.10793477172647425,0.9640992931804278,0.9558889386475593,0.9890964777947933,0.986457699330493,919.9958472251892
2,0.029279721410394064,0.9926844825117478,0.9908952467355734,0.990750382848392,0.98845477482988,879.4070262908936
3,0.012865060470851288,0.9962381057756141,0.9953129307968017,0.9919754977029096,0.9900266463646745,878.3878576755524
